Time: 0 | a: 0100101000101101 | b: 1011001111010100 | result: 11101001111011011110010001000100 | result (hex): e9ede444
Time: 4750 | a: 0100011100110111 | b: 0010010001011001 | result: 00001010000111000111111000011111 | result (hex): a1c7e1f
Time: 4760 | a: 1110000010110100 | b: 0010011101011100 | result: 11111011001100000010110010110000 | result (hex): fb302cb0
Time: 4770 | a: 1011011111000000 | b: 1000101101100111 | result: 00100000111010000010111001000000 | result (hex): 20e82e40
Time: 4780 | a: 0010110100111001 | b: 1100110001001101 | result: 11110110110111100000011000100101 | result (hex): f6de0625
Time: 4790 | a: 1111100111100011 | b: 1011001110010010 | result: 00000001110100110011110001110110 | result (hex): 1d33c76
Time: 4800 | a: 1111111011011101 | b: 1111100100010010 | result: 00000000000001111110000010001010 | result (hex): 7e08a
Time: 4810 | a: 0111110110011111 | b: 1000000011101110 | result: 11000001101001010100100111010010 | result (hex): c1a549d2
Time: 4820 | a: 1101100110000100 | b: 0110111001010010 | result: 11101111011010100110010001001000 | result (hex): ef6a6448
Time: 4830 | a: 1011011101101100 | b: 0110011110101111 | result: 11100010100110101101011011010100 | result (hex): e29ad6d4
Time: 4840 | a: 0001111111111000 | b: 0111011001101110 | result: 00001110110010100000110010010000 | result (hex): eca0c90
Time: 4850 | a: 1100000001111100 | b: 1010100111000100 | result: 00010101011001010011101011110000 | result (hex): 15653af0
Time: 4860 | a: 0100010101010100 | b: 1100010101001110 | result: 11110000000110101100001110011000 | result (hex): f01ac398
Time: 4870 | a: 0110001001111100 | b: 1101100000101111 | result: 11110000101011101011010011000100 | result (hex): f0aeb4c4
Time: 4880 | a: 1101001011000010 | b: 0101100010001000 | result: 11110000010110101010011100010000 | result (hex): f05aa710
Time: 4890 | a: 0001010001001110 | b: 0001001110011100 | result: 00000001100011100010100110001000 | result (hex): 18e2988
Time: 4900 | a: 1101000101000101 | b: 1101101110000101 | result: 00000110101010001011111111011001 | result (hex): 6a8bfd9
Time: 4910 | a: 1011011111110101 | b: 0011000111111010 | result: 11110001111011111000101001000010 | result (hex): f1ef8a42
Time: 4920 | a: 1000001011100001 | b: 1110111110110101 | result: 00000111111101101001100000010101 | result (hex): 7f69815
Time: 4930 | a: 0011110101100001 | b: 0011000000011010 | result: 00001011100010000110101111011010 | result (hex): b886bda
Time: 4940 | a: 0011110000000010 | b: 1011011101000100 | result: 11101110111100110101111010001000 | result (hex): eef35e88
Time: 4950 | a: 0110001110101100 | b: 1011101011011111 | result: 11100101000101011100101011010100 | result (hex): e515cad4
Time: 4960 | a: 0011000001010110 | b: 0110000101001011 | result: 00010010010111101011111100110010 | result (hex): 125ebf32
Time: 4970 | a: 1011101111001101 | b: 1000100111011011 | result: 00011111011110010101110101011111 | result (hex): 1f795d5f
Time: 4980 | a: 0100111110011101 | b: 1111001100111001 | result: 11111100000001101100000011110101 | result (hex): fc06c0f5
Time: 4990 | a: 0111000110001010 | b: 1110111110010110 | result: 11111000101110000101110011011100 | result (hex): f8b85cdc
Time: 5000 | a: 1110100110100111 | b: 1011001000000111 | result: 00000110110011101000000110010001 | result (hex): 6ce8191
Time: 5010 | a: 0001100101011010 | b: 1010111011111011 | result: 11110111111110100000011100111110 | result (hex): f7fa073e
Time: 5020 | a: 1111011101010101 | b: 1111101111010110 | result: 00000000001001000001100000001110 | result (hex): 24180e
Time: 5030 | a: 0000011100101011 | b: 0100101000011000 | result: 00000010000100110001101000001000 | result (hex): 2131a08
Time: 5040 | a: 1101010001011111 | b: 1001101101111001 | result: 00010001001000011110010111100111 | result (hex): 1121e5e7
Time: 5050 | a: 1101110110110100 | b: 0010010110100100 | result: 11111010111101010000101101010000 | result (hex): faf50b50
Time: 5060 | a: 1111011011111110 | b: 0001010110101001 | result: 11111111001111001110001110101110 | result (hex): ff3ce3ae
Time: 5070 | a: 1101011110011110 | b: 1111100111011111 | result: 00000000111101111000000010100010 | result (hex): f780a2
Time: 5080 | a: 1000010101011110 | b: 1001010011111111 | result: 00110011010000100011000010100010 | result (hex): 334230a2
Time: 5090 | a: 1010100111111001 | b: 0100000101100001 | result: 11101010000001111010000001011001 | result (hex): ea07a059
Time: 5100 | a: 1100110001000100 | b: 1000110110100110 | result: 00010111000110111110100000011000 | result (hex): 171be818
Time: 5110 | a: 0111110001000000 | b: 0111110010011010 | result: 00111100011110011011111010000000 | result (hex): 3c79be80
Time: 5120 | a: 0110111011110001 | b: 1011100000001110 | result: 11100000110100100100100100101110 | result (hex): e0d2492e
Time: 5130 | a: 1000011001110101 | b: 0011111010001111 | result: 11100010010011000111000101011011 | result (hex): e24c715b
Time: 5140 | a: 0010101101000111 | b: 0111100000000000 | result: 00010100010010010100100000000000 | result (hex): 14494800
Time: 5150 | a: 1010111000100101 | b: 1001010011101111 | result: 00100010001110111111100010001011 | result (hex): 223bf88b
Time: 5160 | a: 1010101000000111 | b: 0100011101111111 | result: 11100111111111010100101001111001 | result (hex): e7fd4a79
Time: 5170 | a: 1100001111101010 | b: 0010000101011100 | result: 11111000001010111001001000011000 | result (hex): f82b9218
Time: 5180 | a: 1100001101010101 | b: 0100101100010101 | result: 11101110001101001110110011111001 | result (hex): ee34ecf9
Time: 5190 | a: 1110101101110100 | b: 0001011110110100 | result: 11111110000110001111100110010000 | result (hex): fe18f990
Time: 5200 | a: 0110011010001110 | b: 0100100100101000 | result: 00011101010011101000010000110000 | result (hex): 1d4e8430
Time: 5210 | a: 1011110101011001 | b: 1101110110001100 | result: 00001000111110000110000110101100 | result (hex): 8f861ac
Time: 5220 | a: 1101111011010001 | b: 0001010011110111 | result: 11111101010010000100111110100111 | result (hex): fd484fa7
Time: 5230 | a: 0101011101101011 | b: 1110010000110000 | result: 11110110100000001011000000010000 | result (hex): f680b010
Time: 5240 | a: 0010100111110111 | b: 1000000101100101 | result: 11101011001111110000010101110011 | result (hex): eb3f0573
Time: 5250 | a: 1010010110010001 | b: 0111011000111011 | result: 11010110001110111111111001101011 | result (hex): d63bfe6b
Time: 5260 | a: 1000111100001011 | b: 1010000111010001 | result: 00101001100011101011001011111011 | result (hex): 298eb2fb
Time: 5270 | a: 0111001011010101 | b: 0111110111111100 | result: 00111000100000110000101010101100 | result (hex): 38830aac
Time: 5280 | a: 1101100111011111 | b: 0111100101001011 | result: 11101101111011110011101101010101 | result (hex): edef3b55
Time: 5290 | a: 0011110010001011 | b: 1000010100100111 | result: 11100010111100100111000000101101 | result (hex): e2f2702d
Time: 5300 | a: 0111000101001011 | b: 0110101010110000 | result: 00101111001101101111000110010000 | result (hex): 2f36f190
Time: 5310 | a: 1001101000010110 | b: 1001101101010010 | result: 00101000000101001010110100001100 | result (hex): 2814ad0c
Time: 5320 | a: 0011001000101111 | b: 1101111000000000 | result: 11111001010101011100001000000000 | result (hex): f955c200
Time: 5330 | a: 0011110010101110 | b: 0111010110000101 | result: 00011011110110110000110001100110 | result (hex): 1bdb0c66
Time: 5340 | a: 1010100100010110 | b: 1010100000100011 | result: 00011101110101001000111000000010 | result (hex): 1dd48e02
Time: 5350 | a: 0000110100111001 | b: 1000111110100100 | result: 11111010001100100100111110000100 | result (hex): fa324f84
Time: 5360 | a: 0111000101001011 | b: 0100101010010010 | result: 00100001000000000100101011000110 | result (hex): 21004ac6
Time: 5370 | a: 1110110100110001 | b: 1101000000011101 | result: 00000011100001001010111010001101 | result (hex): 384ae8d
Time: 5380 | a: 1101111110001010 | b: 1100010010011100 | result: 00000111100001111110000000011000 | result (hex): 787e018
Time: 5390 | a: 0011010001001101 | b: 1000100110000001 | result: 11100111110010101000111111001101 | result (hex): e7ca8fcd
Time: 5400 | a: 1100011000000001 | b: 0101100111011110 | result: 11101011101001000000110111011110 | result (hex): eba40dde
Time: 5410 | a: 0111111110111100 | b: 1101010100001100 | result: 11101010100100010110100011010000 | result (hex): ea9168d0
Time: 5420 | a: 0111101110101111 | b: 0111001010010001 | result: 00110111010110011111110000011111 | result (hex): 3759fc1f
Time: 5430 | a: 1101001100001001 | b: 1101010110001111 | result: 00000111011101000101111100000111 | result (hex): 7745f07
Time: 5440 | a: 0110101111011100 | b: 1000111110010100 | result: 11010000101000100011111100110000 | result (hex): d0a23f30
Time: 5450 | a: 1101101010110110 | b: 0101110100100111 | result: 11110010011011100110111110111010 | result (hex): f26e6fba
Time: 5460 | a: 0111101001000101 | b: 1111010011001100 | result: 11111010101001100011001011111100 | result (hex): faa632fc
Time: 5470 | a: 0111100001111001 | b: 0010110001110100 | result: 00010100111010110110001011010100 | result (hex): 14eb62d4
Time: 5480 | a: 0101001011001100 | b: 0011010100101000 | result: 00010001001100010010101111100000 | result (hex): 11312be0
Time: 5490 | a: 0010000111111001 | b: 0111101111100010 | result: 00010000011100001010000011010010 | result (hex): 1070a0d2
Time: 5500 | a: 0101110101001011 | b: 1010111100110011 | result: 11100010100011011101101011110001 | result (hex): e28ddaf1
Time: 5510 | a: 1000101110000111 | b: 0100111010010110 | result: 11011100001111101110001100011010 | result (hex): dc3ee31a
Time: 5520 | a: 0111100111000101 | b: 1111100010111000 | result: 11111100100010010101110110011000 | result (hex): fc895d98
Time: 5530 | a: 1001111010110011 | b: 1101100101001111 | result: 00001110101101001011010000111101 | result (hex): eb4b43d
Time: 5540 | a: 0011110101010100 | b: 0101001100000000 | result: 00010011111000100011110000000000 | result (hex): 13e23c00
Time: 5550 | a: 1110001011010000 | b: 1000001101010110 | result: 00001110001101101010000111100000 | result (hex): e36a1e0
Time: 5560 | a: 0010110011011110 | b: 1110001010001100 | result: 11111010110101101000010101101000 | result (hex): fad68568
Time: 5570 | a: 1101100001100010 | b: 0010100010001110 | result: 11111001101110010101011001011100 | result (hex): f9b9565c
Time: 5580 | a: 1101010100011110 | b: 0010101101101011 | result: 11111000101110100001110110001010 | result (hex): f8ba1d8a
Time: 5590 | a: 0111111000011101 | b: 1100000011111010 | result: 11100000111100111110100001010010 | result (hex): e0f3e852
Time: 5600 | a: 0011101100000000 | b: 1101100011010011 | result: 11110110111110001010000100000000 | result (hex): f6f8a100
Time: 5610 | a: 1001111000100010 | b: 0011010101000101 | result: 11101011101000101010100100101010 | result (hex): eba2a92a
Time: 5620 | a: 0100110110011111 | b: 1001011010011011 | result: 11100000000010110010100101000101 | result (hex): e00b2945
Time: 5630 | a: 1110000110111001 | b: 0010000001101011 | result: 11111100001010100111100001010011 | result (hex): fc2a7853
Time: 5640 | a: 0100101111000011 | b: 1000001110110011 | result: 11011011001101101100001001011001 | result (hex): db36c259
Time: 5650 | a: 0001110001001110 | b: 0010100100001110 | result: 00000100100010100000101001000100 | result (hex): 48a0a44
Time: 5660 | a: 1011001011100110 | b: 0010011111010101 | result: 11110100000000001110001101011110 | result (hex): f400e35e
Time: 5670 | a: 1111011110100101 | b: 1010110010101011 | result: 00000010101110000100011100110111 | result (hex): 2b84737
Time: 5680 | a: 1010000010001101 | b: 0001011001011000 | result: 11110111101010110100111001111000 | result (hex): f7ab4e78
Time: 5690 | a: 0000010111111011 | b: 0101110111100001 | result: 00000010001100010111000010011011 | result (hex): 231709b
Time: 5700 | a: 1110100101011001 | b: 0110100011001011 | result: 11110110101110100011000110010011 | result (hex): f6ba3193
Time: 5710 | a: 0110000100110111 | b: 1001011000110111 | result: 11010111110101000001110011010001 | result (hex): d7d41cd1
Time: 5720 | a: 1100101101011000 | b: 1011100110011010 | result: 00001110011110101110101011110000 | result (hex): e7aeaf0
Time: 5730 | a: 0011111011000101 | b: 0010000001110110 | result: 00000111111101011000111011001110 | result (hex): 7f58ece
Time: 5740 | a: 0110010100000101 | b: 0011110011100010 | result: 00011000000001100101101001101010 | result (hex): 18065a6a
Time: 5750 | a: 0110000101110000 | b: 0010000000000101 | result: 00001100001011111110011100110000 | result (hex): c2fe730
Time: 5760 | a: 1001010110110101 | b: 0111111110010010 | result: 11001011000010000010110000111010 | result (hex): cb082c3a
Time: 5770 | a: 1101010101001010 | b: 0110001101010100 | result: 11101111011011011001101001001000 | result (hex): ef6d9a48
Time: 5780 | a: 1001011000101110 | b: 0011011100000100 | result: 11101001010000100011101010111000 | result (hex): e9423ab8
Time: 5790 | a: 0000001111000000 | b: 0110000111110001 | result: 00000001011011110100011111000000 | result (hex): 16f47c0
Time: 5800 | a: 0011101010110111 | b: 1010000000001110 | result: 11101001111111101001011000000010 | result (hex): e9fe9602
Time: 5810 | a: 0000101100000000 | b: 0110110110011101 | result: 00000100101101011011111100000000 | result (hex): 4b5bf00
Time: 5820 | a: 0100011111100011 | b: 1000001010100101 | result: 11011100110011001001101101001111 | result (hex): dccc9b4f
Time: 5830 | a: 1001101001001000 | b: 0110100001110000 | result: 11010110100000001011111110000000 | result (hex): d680bf80
Time: 5840 | a: 0001100011111101 | b: 0010000001000011 | result: 00000011001001100010101000110111 | result (hex): 3262a37
Time: 5850 | a: 0100011001010001 | b: 1000001001010110 | result: 11011101011110111100000100110110 | result (hex): dd7bc136
Time: 5860 | a: 0000100100001111 | b: 0010011110001001 | result: 00000001011001100010001000000111 | result (hex): 1662207
Time: 5870 | a: 1001100010001110 | b: 0101010001100111 | result: 11011101111001001111100100100010 | result (hex): dde4f922
Time: 5880 | a: 0110000100100011 | b: 0101011101010011 | result: 00100001001000100110001101011001 | result (hex): 21226359
Time: 5890 | a: 1111010011011101 | b: 0100011000101000 | result: 11111100111100101011000010001000 | result (hex): fcf2b088
Time: 5900 | a: 0001010000110110 | b: 1101011001001101 | result: 11111100101101010011100000111110 | result (hex): fcb5383e
Time: 5910 | a: 1110011000101110 | b: 0010100111101011 | result: 11111011110001011010101000111010 | result (hex): fbc5aa3a
Time: 5920 | a: 1101010111100000 | b: 0011101101111000 | result: 11110110001101101110000100000000 | result (hex): f636e100
Time: 5930 | a: 0000110101000000 | b: 1110110000001110 | result: 11111110111101111011100110000000 | result (hex): fef7b980
Time: 5940 | a: 1111001001111100 | b: 1001000100000000 | result: 00000101110111000011110000000000 | result (hex): 5dc3c00
Time: 5950 | a: 1100110111111111 | b: 1010110100110011 | result: 00010000001011000101110011001101 | result (hex): 102c5ccd
Time: 5960 | a: 1011000100001110 | b: 0101100011111111 | result: 11100100100011100010110011110010 | result (hex): e48e2cf2
Time: 5970 | a: 1001101011010000 | b: 0111100011110001 | result: 11010000001100100011110111010000 | result (hex): d0323dd0
Time: 5980 | a: 0101101110100100 | b: 1011010100011001 | result: 11100101001011111110011100000100 | result (hex): e52fe704
Time: 5990 | a: 0110000101100001 | b: 1111010010100010 | result: 11111011101011010001001101100010 | result (hex): fbad1362
Time: 6000 | a: 0101010101011100 | b: 0010011110110010 | result: 00001101001111000101110111111000 | result (hex): d3c5df8
Time: 6010 | a: 1111011011111000 | b: 1101111001101011 | result: 00000001001011110100100110101000 | result (hex): 12f49a8
Time: 6020 | a: 1100111100111011 | b: 0000111110000110 | result: 11111101000010101110110111100010 | result (hex): fd0aede2
Time: 6030 | a: 1011001011010010 | b: 1011000001011110 | result: 00011000000000100000100100011100 | result (hex): 1802091c
Time: 6040 | a: 1110011011011010 | b: 0010011110101111 | result: 11111100000110100000010100000110 | result (hex): fc1a0506
Time: 6050 | a: 0111011010000111 | b: 0111101100010000 | result: 00111000111110100100010101110000 | result (hex): 38fa4570
Time: 6060 | a: 0111110111111101 | b: 1101110010110101 | result: 11101110101000010111111111100001 | result (hex): eea17fe1
Time: 6070 | a: 0010010011111011 | b: 1101001111011101 | result: 11111001100111111100110110101111 | result (hex): f99fcdaf
Time: 6080 | a: 1001100000101101 | b: 1011001000111011 | result: 00011111100010100101110001011111 | result (hex): 1f8a5c5f
Time: 6090 | a: 0011111111101011 | b: 0000101010101010 | result: 00000010101010011010000000001110 | result (hex): 2a9a00e
Time: 6100 | a: 1100001100111011 | b: 1000110111101010 | result: 00011011000101001111001011101110 | result (hex): 1b14f2ee
Time: 6110 | a: 0011011111011101 | b: 1111010001001001 | result: 11111101011100011001001000000101 | result (hex): fd719205
Time: 6120 | a: 0110011011101010 | b: 0101001010101110 | result: 00100001001111001110011100001100 | result (hex): 213ce70c
Time: 6130 | a: 1110110100111010 | b: 0100001010001110 | result: 11111011000111101000101000101100 | result (hex): fb1e8a2c
Time: 6140 | a: 1000011111000111 | b: 1100111010011011 | result: 00010111001100100101011101111101 | result (hex): 1732577d
Time: 6150 | a: 1011011100110000 | b: 0101110100100011 | result: 11100101100000100111101110010000 | result (hex): e5827b90
Time: 6160 | a: 0111011001001110 | b: 0010111000101001 | result: 00010101010101001111011001111110 | result (hex): 1554f67e
Time: 6170 | a: 1011101110001111 | b: 1100010110001001 | result: 00001111101000010110101010000111 | result (hex): fa16a87
Time: 6180 | a: 1011110110101111 | b: 1110111001100001 | result: 00000100100100001001000101001111 | result (hex): 490914f
Time: 6190 | a: 1111010111101000 | b: 0010010010001001 | result: 11111110100011110011100100101000 | result (hex): fe8f3928
Time: 6200 | a: 1001011000010001 | b: 1110110001101111 | result: 00001000000110001011110101011111 | result (hex): 818bd5f
Time: 6210 | a: 0001111110011001 | b: 1001010000001110 | result: 11110010101011010010111001011110 | result (hex): f2ad2e5e
Time: 6220 | a: 0100100100100100 | b: 1100010010010101 | result: 11101111000001100010000111110100 | result (hex): ef0621f4
Time: 6230 | a: 1110011111101011 | b: 0110000101010001 | result: 11110110110110000110110001011011 | result (hex): f6d86c5b
Time: 6240 | a: 1111011011010000 | b: 1010011111010110 | result: 00000011001010100000000111100000 | result (hex): 32a01e0
Time: 6250 | a: 1110101111111011 | b: 0011101000001100 | result: 11111011011101011110110111000100 | result (hex): fb75edc4
Time: 6260 | a: 1011010111000000 | b: 1010001111011001 | result: 00011010101110100100111111000000 | result (hex): 1aba4fc0
Time: 6270 | a: 1010111001010101 | b: 1001110010101010 | result: 00011111101100001001000001110010 | result (hex): 1fb09072
Time: 6280 | a: 0111011010000111 | b: 0001101110010000 | result: 00001100110000101110100011110000 | result (hex): cc2e8f0
Time: 6290 | a: 0101111100111001 | b: 0111111001001110 | result: 00101110111110110001000101011110 | result (hex): 2efb115e
Time: 6300 | a: 0110101000101011 | b: 1001011001101001 | result: 11010100001101011011110110100011 | result (hex): d435bda3
Time: 6310 | a: 0101101101110001 | b: 0110000001111001 | result: 00100010011101011001100001101001 | result (hex): 22759869
Time: 6320 | a: 0100010010010010 | b: 1001011100000000 | result: 11100011111000000001111000000000 | result (hex): e3e01e00
Time: 6330 | a: 1010011000000011 | b: 1000001001000010 | result: 00101100001100110101001011000110 | result (hex): 2c3352c6
Time: 6340 | a: 0000010101100010 | b: 0001101111101011 | result: 00000000100101100100011011110110 | result (hex): 9646f6
Time: 6350 | a: 0010011011001011 | b: 0001101101110011 | result: 00000100001010001101011000110001 | result (hex): 428d631
Time: 6360 | a: 1000100001011010 | b: 1100011001100101 | result: 00011010111011000110011110000010 | result (hex): 1aec6782
Time: 6370 | a: 0010111110000001 | b: 0101000101111110 | result: 00001111000111110011001001111110 | result (hex): f1f327e
Time: 6380 | a: 0000101011111010 | b: 1001011101101100 | result: 11111011100001000001011101111000 | result (hex): fb841778
Time: 6390 | a: 0011001011001111 | b: 1000000111001010 | result: 11100110111100110110011001010110 | result (hex): e6f36656
Time: 6400 | a: 1011111101000010 | b: 1001111011001011 | result: 00011000100101010110010101010110 | result (hex): 18956556
Time: 6410 | a: 0011101111010110 | b: 1111010100000010 | result: 11111101011011100100010110101100 | result (hex): fd6e45ac
Time: 6420 | a: 1100001010100100 | b: 0110101000101100 | result: 11100110100011010101110000110000 | result (hex): e68d5c30
Time: 6430 | a: 0001000110101101 | b: 1011100100101011 | result: 11111011000110111111110100001111 | result (hex): fb1bfd0f
Time: 6440 | a: 0000010110111100 | b: 1111000011100110 | result: 11111111101010010110011011101000 | result (hex): ffa966e8
Time: 6450 | a: 1011011101111001 | b: 1110111111100111 | result: 00000100100011111000010100101111 | result (hex): 48f852f
Time: 6460 | a: 0000011101001111 | b: 1001001011101010 | result: 11111100111000101011110000110110 | result (hex): fce2bc36
Time: 6470 | a: 1101000001100001 | b: 1100101111100010 | result: 00001001101100011110000010100010 | result (hex): 9b1e0a2
Time: 6480 | a: 1010100111101011 | b: 1111011001100100 | result: 00000011001110110011000111001100 | result (hex): 33b31cc
Time: 6490 | a: 1100111000100100 | b: 0010111101001101 | result: 11110110110010011001110011010100 | result (hex): f6c99cd4
Time: 6500 | a: 1001001001001111 | b: 0111010011101111 | result: 11001101111001010110001111000001 | result (hex): cde563c1
Time: 6510 | a: 1100101011000000 | b: 1001101010101001 | result: 00010101000101000101100011000000 | result (hex): 151458c0
Time: 6520 | a: 1011101101010100 | b: 0111101001000001 | result: 11011111001101001001100001010100 | result (hex): df349854
Time: 6530 | a: 0110110000100111 | b: 0100011001001110 | result: 00011101101100111001110111100010 | result (hex): 1db39de2
Time: 6540 | a: 1001000110101101 | b: 0001111011110110 | result: 11110010101010000100001000111110 | result (hex): f2a8423e
Time: 6550 | a: 0100100000011001 | b: 1101000011101111 | result: 11110010101111101001111101010111 | result (hex): f2be9f57
Time: 6560 | a: 0011110111000001 | b: 0000001111101111 | result: 00000000111100101110101000101111 | result (hex): f2ea2f
Time: 6570 | a: 0100010111110001 | b: 1000000001100101 | result: 11011101001000110001100000010101 | result (hex): dd231815
Time: 6580 | a: 1110111000011011 | b: 1101011110011110 | result: 00000010110100101010000110101010 | result (hex): 2d2a1aa
Time: 6590 | a: 1011100110010000 | b: 0111001111010111 | result: 11100000001000001000011111110000 | result (hex): e02087f0
Time: 6600 | a: 0100100010000100 | b: 1111000100001001 | result: 11111011110000101101000010100100 | result (hex): fbc2d0a4
Time: 6610 | a: 1110001110111111 | b: 1100111111010100 | result: 00000101010100010000101100101100 | result (hex): 5510b2c
Time: 6620 | a: 0000001111110100 | b: 0011010000100000 | result: 00000000110011100000111010000000 | result (hex): ce0e80
Time: 6630 | a: 0001101110110110 | b: 0010110111011111 | result: 00000100111101110010000110001010 | result (hex): 4f7218a
Time: 6640 | a: 1010101010000100 | b: 0110100111011010 | result: 11011100101001110101100001101000 | result (hex): dca75868
Time: 6650 | a: 1101110100101100 | b: 1011110011010011 | result: 00001001001000111001101101000100 | result (hex): 9239b44
Time: 6660 | a: 0101111011001001 | b: 0010011111101100 | result: 00001110110010000000000001001100 | result (hex): ec8004c
Time: 6670 | a: 1101011101111100 | b: 1001101000011110 | result: 00010000000111111101100010001000 | result (hex): 101fd888
Time: 6680 | a: 0010001000101101 | b: 1100001110100011 | result: 11110111111100010000100110100111 | result (hex): f7f109a7
Time: 6690 | a: 0110000001101100 | b: 0011001111011010 | result: 00010011100001111001111111111000 | result (hex): 13879ff8
Time: 6700 | a: 0110001010011001 | b: 0010100010000101 | result: 00001111100110110010000101111101 | result (hex): f9b217d
Time: 6710 | a: 1000010011001001 | b: 0010000001011011 | result: 11110000011011010101001101110011 | result (hex): f06d5373
Time: 6720 | a: 1010110001110101 | b: 0100101010111010 | result: 11100111100111010001111100000010 | result (hex): e79d1f02
Time: 6730 | a: 0010000011000000 | b: 0001101010010000 | result: 00000011011001011110110000000000 | result (hex): 365ec00
Time: 6740 | a: 1010001001011001 | b: 0101101001010001 | result: 11011110111101011010100000101001 | result (hex): def5a829
Time: 6750 | a: 0000111001101000 | b: 0110101011011101 | result: 00000110000000110111111111001000 | result (hex): 6037fc8
Time: 6760 | a: 1100101101011010 | b: 0111001000100111 | result: 11101000100001100000111010110110 | result (hex): e8860eb6
Time: 6770 | a: 1011101010110001 | b: 0100111101001110 | result: 11101010100001111000000011101110 | result (hex): ea8780ee
Time: 6780 | a: 0010011001000111 | b: 0101011001100111 | result: 00001100111010110100000010010001 | result (hex): ceb4091
Time: 6790 | a: 1111110100101101 | b: 0101000011001011 | result: 11111111000110111101001010101111 | result (hex): ff1bd2af
Time: 6800 | a: 0100000001000001 | b: 0101101001011001 | result: 00010110101011010011000010011001 | result (hex): 16ad3099
Time: 6810 | a: 1000110110011110 | b: 0001111100001011 | result: 11110010001000010011011111001010 | result (hex): f22137ca
Time: 6820 | a: 0000001001000101 | b: 1110010100011010 | result: 11111111110000101111010000000010 | result (hex): ffc2f402
Time: 6830 | a: 0011100100101001 | b: 1010010001110010 | result: 11101011100011101011100001000010 | result (hex): eb8eb842
Time: 6840 | a: 0010100010111101 | b: 0001100110010101 | result: 00000100000100100010101100000001 | result (hex): 4122b01
Time: 6850 | a: 0101100001001100 | b: 0000101101010110 | result: 00000011111010001110110110001000 | result (hex): 3e8ed88
Time: 6860 | a: 1100001000011011 | b: 0101110100010101 | result: 11101001011111101011101100110111 | result (hex): e97ebb37
Time: 6870 | a: 1010101110110001 | b: 1110111010010000 | result: 00000101101111100010000110010000 | result (hex): 5be2190
Time: 6880 | a: 0010011111010000 | b: 0100110001110010 | result: 00001011111000110111101010100000 | result (hex): be37aa0
Time: 6890 | a: 1000100100100000 | b: 0100101000101001 | result: 11011101100100000011011000100000 | result (hex): dd903620
Time: 6900 | a: 0010011011000011 | b: 0001011110001000 | result: 00000011100100000001110010011000 | result (hex): 3901c98
Time: 6910 | a: 0011010100000110 | b: 0111001000011101 | result: 00010111101000101010110110101110 | result (hex): 17a2adae
Time: 6920 | a: 0000100110101111 | b: 0110111110111000 | result: 00000100001110011101011011001000 | result (hex): 439d6c8
Time: 6930 | a: 0100000101101100 | b: 1010111111110110 | result: 11101011100010111011000111001000 | result (hex): eb8bb1c8
Time: 6940 | a: 0100011000011111 | b: 1011111010011001 | result: 11101110000101011110101010000111 | result (hex): ee15ea87
Time: 6950 | a: 1000000011000001 | b: 0000011001100001 | result: 11111100110101000100111100100001 | result (hex): fcd44f21
Time: 6960 | a: 1001100011110011 | b: 1000111001011111 | result: 00101101101111011000110000101101 | result (hex): 2dbd8c2d
Time: 6970 | a: 1010010101101100 | b: 0001101100111000 | result: 11110110010111101001001110100000 | result (hex): f65e93a0
Time: 6980 | a: 1111001101111001 | b: 0101111010010101 | result: 11111011010111110010001101101101 | result (hex): fb5f236d
Time: 6990 | a: 0011111110101011 | b: 1001110000110110 | result: 11100111001011101010001000010010 | result (hex): e72ea212
Time: 7000 | a: 1111100000101010 | b: 0001011111110111 | result: 11111111010001000011011010000110 | result (hex): ff443686
Time: 7010 | a: 0010011110001101 | b: 0011101001000101 | result: 00001001000000001001101100000001 | result (hex): 9009b01
Time: 7020 | a: 1111010100001101 | b: 0101001100111110 | result: 11111100011100001001000000100110 | result (hex): fc709026
Time: 7030 | a: 1010100011010101 | b: 1001110011011101 | result: 00100001110000011000101111100001 | result (hex): 21c18be1
Time: 7040 | a: 0001111110110000 | b: 1011000111110110 | result: 11110110010101110010001100100000 | result (hex): f6572320
Time: 7050 | a: 0110011100000110 | b: 1100011001110011 | result: 11101000110101101110101110110010 | result (hex): e8d6ebb2
Time: 7060 | a: 0100100101111110 | b: 0001110000001100 | result: 00001000000011010011100111101000 | result (hex): 80d39e8
Time: 7070 | a: 1011100010010001 | b: 1101001100101110 | result: 00001100100000011010110100001110 | result (hex): c81ad0e
Time: 7080 | a: 0000101111000100 | b: 0111100111111101 | result: 00000101100110110100010010110100 | result (hex): 59b44b4
Time: 7090 | a: 0000001100100100 | b: 1101000111100100 | result: 11111111011011110011000000010000 | result (hex): ff6f3010
Time: 7100 | a: 1011100010010110 | b: 0000001111100110 | result: 11111110111010011001100011000100 | result (hex): fee998c4
Time: 7110 | a: 0101100001000101 | b: 1101000110001001 | result: 11101111111110101001000111101101 | result (hex): effa91ed
Time: 7120 | a: 0001001001000101 | b: 0111110110110001 | result: 00001000111110000101001010110101 | result (hex): 8f852b5
Time: 7130 | a: 0110110011000010 | b: 1000010110111111 | result: 11001100000011111110111010111110 | result (hex): cc0feebe
Time: 7140 | a: 0101110001000110 | b: 0010110001101101 | result: 00010000000000110101000111001110 | result (hex): 100351ce
Time: 7150 | a: 1010000111110101 | b: 1101010001110000 | result: 00010000000000001011111100110000 | result (hex): 1000bf30
